,brand,model,SIM,display_type,OS,CPU,Chipset,GPU,memory_card,NFC,USB,approx_price_EUR,GPRS,EDGE,status,display_resolution,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,radio,sensors,battery,colors
0,Acer,Iconia Talk S,Dual SIM (Micro-SIM/Nano-SIM),IPS LCD capacitive touchscreen  16M colors,Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT8735,Mali-T720MP2,microSD  up to 128 GB (dedicated slot),Yes,microUSB 2.0,170.0,Yes,Yes,Available.,7.0,32 GB,2 GB,13 MP,2 MP| 720p,Yes,Yes,Yes,4.0,Yes,Yes,2,3400.0,Black
1,Acer,Liquid Z6 Plus,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 256 GB (uses SIM 2 slot),Yes,microUSB 2.0,250.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4080.0,Black
2,Acer,Liquid Z6,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 6.0 (Marshmallow),Quad-core 1.25 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,microSD  up to 256 GB,Yes,microUSB 2.0,120.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4080.0, White
3,Acer,Iconia Tab 10 A3-A40,No,IPS LCD capacitive touchscreen  16M colors,Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT8163A,Mali-T720 MP2,microSD  up to 256 GB (dedicated slot),Yes,microUSB 2.0,230.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,2,2000.0,Black
4,Acer,Liquid X2,Triple SIM (Micro-SIM),IPS LCD capacitive touchscreen  16M colors,Android 5.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP4,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,230.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,2,2000.0, White
5,Acer,Liquid Jade 2,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,Android 6.0 (Marshmallow),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Mali-400,microSD  up to 256 GB,Yes,microUSB 2.0,70.0,No,No,Available.,10.1,64 GB,2 GB,5 MP,2 MP,Yes,Yes,Yes,Yes,nan,No,1,2000.0,Black
6,Acer,Liquid Zest Plus,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),Yes,microUSB 2.0,200.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,13 MP| f/1.8| autofocus| LED flash,Yes,Yes,Yes,4.0,Yes,Yes,3,4020.0,Black
7,Acer,Liquid Zest,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 6.0 (Marshmallow),Quad-core 1.3 GHz - Z525,Mediatek MT6580 - Z525,Mali-400MP2 - Z525,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,110.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,13 MP| f/1.8| autofocus| LED flash,Yes,Yes,Yes,4.0,Yes,Yes,3,4020.0, Gold
8,Acer,Predator 8,No,IPS LCD capacitive touchscreen  16M colors,Android 5.0 (Lollipop),Quad-core 1.6 GHz,Intel Atom x7-Z8700,Mali-400,microSD  up to 256 GB (dedicated slot),Yes,microUSB 2.0,350.0,Yes,Yes,Available,5.5,32 GB,3 GB,21 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,2000.0,Black
9,Acer,Liquid Jade Primo,Dual SIM (Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,Microsoft Windows 10,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Adreno 418,microSD  up to 256 GB (uses SIM 2 slot),Yes,3.1| Type-C 1.0 reversible connector,220.0,Yes,Yes,Available.,5.5,16 GB,2 GB,13 MP,5 MP,Yes,Yes,Yes,Yes,Yes,Yes,3,4750.0,Blue
10,Acer,Liquid Z330,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 5.1 (Lollipop),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD (dedicated slot),Yes,microUSB 2.0,110.0,Yes,Yes,Available.,5.5,16 GB,2 GB,13 MP,5 MP,Yes,Yes,Yes,Yes,Yes,Yes,3,4750.0, White
11,Acer,Liquid Z320,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD (dedicated slot),Yes,microUSB 2.0,90.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2000.0,Black
12,Acer,Liquid Z630S,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 5.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD (dedicated slot),Yes,microUSB 2.0| USB On-The-Go,70.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2000.0, White
13,Acer,Liquid Z630,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),Yes,microUSB 2.0| USB On-The-Go,200.0,No,No,Available.,8.0,64 GB,2 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,nan,No,1,4420.0,Black/Silver
14,Acer,Liquid Z530S,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 5.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD (dedicated slot),Yes,microUSB 2.0,70.0,Yes,Yes,Available.,5.5,32 GB,3 GB,21 MP,8 MP| f/2.2| 1080p@30fps,Yes,Yes,Yes,4.0,Yes,Yes,4,2870.0,Black
15,Acer,Liquid Z530,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,Mystic Black
16,Acer,Liquid M330,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Microsoft Windows 10,Quad-core 1.0 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD (dedicated slot),Yes,microUSB 2.0,70.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Pure White
17,Acer,Liquid M320,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Microsoft Windows 10,Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD (dedicated slot),Yes,microUSB 2.0,70.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,Pure White
18,Acer,Iconia Tab 10 A3-A30,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,Android 5.0 (Lollipop),Quad-core 1.33 GHz,Intel Atom Z3735F,Mali-400,microSD  up to 256 GB (dedicated slot),Yes,microUSB 2.0,250.0,Yes,Yes,Available.,5.5,32 GB,3 GB,8 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4000.0,Black
19,Acer,Iconia One 8 B1-820,No,IPS LCD capacitive touchscreen,Android 5.0 (Lollipop),Quad-core 1.33 GHz,Intel Atom Z3735G,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,180.0,Yes,Yes,Available.,5.5,32 GB,3 GB,8 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4000.0, Gold
20,Acer,Iconia Tab A3-A20,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT8127,Mali-450MP4,microSD  up to 256 GB (dedicated slot),Yes,microUSB 2.0,190.0,Yes,Yes,Available.,5.5,8 GB,1 GB,8 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4000.0,Black
21,Acer,Iconia Tab A3-A20FHD,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,Android 4.4 (KitKat),Quad-core 1.5 GHz Cortex-A7,Mediatek MT8127,Mali-450MP4,microSD  up to 256 GB (dedicated slot),Yes,microUSB 2.0,230.0,Yes,Yes,Available.,5.0,32 GB,3 GB,8 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2420.0,Black
22,Acer,Liquid Jade Z,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 5.0 (Lollipop),Quad-core 1.5 GHz Cortex-A53,Mediatek MT6732,Mali-T760MP2,microSD  up to 32 GB (uses SIM 2 slot),Yes,microUSB 2.0,200.0,Yes,Yes,Available.,5.0,32 GB,3 GB,8 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2420.0, White
23,Acer,Liquid Z520,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,130.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2420.0,Black
24,Acer,Liquid Z220,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM| dual stand-by),Capacitive touchscreen,Android 5.0 (Lollipop),Dual-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 200,Adreno 302,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,90.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2420.0, White
25,Acer,Liquid M220,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM| dual stand-by),TFT capacitive touchscreen,Microsoft Windows Phone 8.1,Dual-core 1.2 GHz Cortex-A7,Qualcomm MSM8210 Snapdragon 200,Adreno 302,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,80.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,Mystic Black
26,Acer,Liquid Z410,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.4.4 (KitKat),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6732M,Mali-T760MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,130.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Pure White
27,Acer,Liquid Jade S,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.4.4 (KitKat)| upgradable to 5.1 (Lollipop),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6752M,Mali-T760MP2,microSD  up to 32 GB (uses SIM 2 slot),Yes,microUSB 2.0,200.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,Mystic Black
28,Acer,Liquid Z500,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Pure White
29,Acer,Liquid X1,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,260.0,No,No,Available.,10.1,64 GB,2 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,No,1,4750.0,Various
30,Acer,Liquid Jade,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (uses SIM 2 slot),Yes,microUSB 2.0,180.0,No,No,Available.,8.0,32 GB,1 GB,5 MP,VGA,Yes,Yes,Yes,4.0,Yes,No,1,4550.0,Various
31,Acer,Liquid E700,Triple SIM (Micro-SIM),IPS LCD capacitive touchscreen  16M colors,Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,200.0,No,No,Available.,10.1,16 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,No,1,4750.0,Black
32,Acer,Liquid E600,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8926 Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,200.0,No,No,Available.,10.1,16 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,No,1,4750.0, White
33,Acer,Liquid Z200,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM| dual stand-by),TFT capacitive touchscreen,Android 4.4.2 (KitKat),Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,90.0,No,No,Available.,10.1,32 GB,2 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,No,1,4750.0,Black
34,Acer,Iconia Tab 8 A1-840FHD,No,IPS LCD capacitive touchscreen  16M colors,Android 4.4.2 (KitKat),Quad-core 1.86 GHz,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,200.0,No,No,Available.,10.1,32 GB,2 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,No,1,4750.0, White
35,Acer,Iconia Tab 7 A1-713,Yes,TFT capacitive touchscreen,Android 4.2.2 (Jelly Bean)| planned upgrade to 4.4.2 (KitKat),Quad-core,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,110.0,Yes,Yes,Available.,5.0,8 GB,1 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,2300.0,Black
36,Acer,Iconia Tab 7 A1-713HD,Yes,IPS LCD capacitive touchscreen,Android 4.4.2 (KitKat),Quad-core,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Available.,5.0,8 GB,1 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,2300.0, White
37,Acer,Iconia One 7 B1-730,No,IPS LCD capacitive touchscreen,Android 4.2.2 (Jelly Bean)| planned upgrade to 4.4.2 (KitKat),Dual-core 1.6 GHz,Intel Atom Z2560,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,90.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,Black
38,Acer,Liquid E3 Duo Plus,Dual SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,240.0,Yes,Yes,Available.,5.0,8 GB,1 GB,8 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, White
39,Acer,Liquid E3,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,200.0,Yes,Yes,Available.,4.0,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,1,1300.0,Black
40,Acer,Liquid Z4,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Available.,4.0,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,1,1300.0, White
41,Acer,Iconia B1-721,Yes,TFT capacitive touchscreen,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT8312,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,130.0,Yes,Yes,Available.,4.0,4 GB,L1GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,1300.0,Mystic Black
42,Acer,Iconia B1-720,No,TFT capacitive touchscreen,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,Mediatek MT8111,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Available.,4.0,4 GB,L1GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,1300.0, Pure White
43,Acer,Iconia A1-830,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Dual-core 1.6 GHz,Intel Atom Z2560,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,130.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,Black
44,Acer,Liquid Z5,Dual SIM,TFT capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,170.0,Yes,Yes,Available.,5.0,16 GB,2 GB,13 MP,5 MP| f/2.2,Yes,Yes,Yes,4.0,Yes,Yes,3,2300.0,Black
45,Acer,Liquid S2,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Quad-core 2.2 GHz Krait 400,Qualcomm MSM8974 Snapdragon 800,Adreno 330,microSD  up to 64 GB (dedicated slot),Yes,microUSB 2.0,340.0,Yes,Yes,Available.,5.0,16 GB,2 GB,13 MP,5 MP| f/2.2,Yes,Yes,Yes,4.0,Yes,Yes,3,2300.0, White
46,Acer,Liquid Z3,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Available.,5.0,16 GB,2 GB,13 MP,5 MP| f/2.2,Yes,Yes,Yes,4.0,Yes,Yes,3,2300.0, Red
47,Acer,Liquid S1,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,320.0,Yes,Yes,Available.,5.0,16 GB,2 GB,13 MP,5 MP| f/2.2,Yes,Yes,Yes,4.0,Yes,Yes,3,2300.0, Pink
48,Acer,Iconia Tab A3,Micro-SIM,LED-backlit IPS LCD capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT8125T - Wi-Fi,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0| USB Host,190.0,Yes,Yes,Available.,5.0,4 GB,1 GB,8 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,Aquamarine Green
49,Acer,Iconia Tab A1-811,Yes,TFT capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT8389W,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Available.,5.0,4 GB,1 GB,8 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Sandy Silver
50,Acer,Iconia Tab A1-810,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean)| upgrad&#1072;ble to 4.4.2 (KitKat),Quad-core 1.2 GHz,Mediatek MT8125,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,120.0,Yes,Yes,Available.,5.0,4 GB,1 GB,8 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Titanium Black
51,Acer,Liquid E2,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,180.0,Yes,Yes,Available.,5.7,16 GB,2 GB,13 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2700.0,Graphite black
52,Acer,Liquid Z2,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,Android 4.1.1 (Jelly Bean),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Available.,5.7,16 GB,2 GB,13 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2700.0, Wine red
53,Acer,Liquid C1,Mini-SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.0 (Ice Cream Sandwich),1.2 GHz,Intel Atom Z2420,PowerVR SGX540,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,180.0,Yes,Yes,Available.,5.0,8 GB,1 GB,13 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2100.0,Black
54,Acer,Liquid E1,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.1.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,SGX531u,microSD  up to 32 GB (dedicated slot),Yes (single sim model only),microUSB 2.0,170.0,Yes,Yes,Available.,5.0,8 GB,1 GB,13 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2100.0, White
55,Acer,Iconia Tab B1-710,No,TFT capacitive touchscreen,Android OS,Dual-core 1.2 GHz Cortex-A9,Mediatek MT8317T,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,110.0,Yes,Yes,Available.,5.0,8 GB,1 GB,13 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2100.0, Green
56,Acer,Iconia Tab B1-A71,No,TFT capacitive touchscreen  256K colors,Android 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,Mediatek MT8317,SGX531u,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Available.,5.0,8 GB,1 GB,13 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2100.0, Pink
57,Acer,Iconia Tab A110,No,TFT capacitive touchscreen  256K colors,Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,Nvidia Tegra 3 T30L,ULP GeForce,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Available.,5.0,8 GB,1 GB,13 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2100.0, Gray
58,Acer,Liquid Z110,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,Android 2.3 (Gingerbread),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,2 MP| LED flash,Yes,Yes,Yes,4.0,Yes,Yes,2,3500.0,Titan Black
59,Acer,Liquid Gallant E350,Mini-SIM,TFT capacitive touchscreen  16M colors,Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,160.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,2 MP| LED flash,Yes,Yes,Yes,4.0,Yes,Yes,2,3500.0, Burgundy Red
60,Acer,Liquid Gallant Duo,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,140.0,Yes,Yes,Available.,5.0,4 GB,1 GB,8 MP,2 MP or VGA,Yes,Yes,Yes,4.0,Yes,Yes,2,2500.0,Black
61,Acer,Liquid Glow E330,Mini-SIM,TFT capacitive touchscreen,Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,120.0,Yes,Yes,Available.,5.0,4 GB,1 GB,8 MP,2 MP or VGA,Yes,Yes,Yes,4.0,Yes,Yes,2,2500.0, Green
